# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_342072.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_342072.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_342072	NC_091013.1	195183	261264	66082	180	68.0
RG	Aph_californica_342072	NC_091013.1	273174	291346	18173	57	24.5
RG	Aph_californica_342072	NC_091013.1	867097	873598	6502	37	29.1
RG	Aph_californica_342072	NC_091013.1	5699485	5703534	4050	31	20.3
RG	Aph_californica_342072	NC_091013.1	9335801	9337922	2122	28	11.9
RG	Aph_californica_342072	NC_091013.1	11236903	11241256	4354	30	16.4
RG	Aph_californica_342072	NC_091013.1	12048221	12052540	4320	42	25.7
RG	Aph_californica_342072	NC_091013.1	12088091	12091386	3296	37	14.8
RG	Aph_californica_342072	NC_091013.1	13415043	13418972	3930	29	11.0
RG	Aph_californica_342072	NC_091013.1	13525176	13533914	8739	60	38.2
RG	Aph_californica_342072	NC_091013.1	14032342	14039218	6877	44	53.1
RG	Aph_californica_342072	NC_091013.1	14951373	14957189	5817	54	17.7
RG	Aph_californica_342072	NC_091013.1	16378688	16383695	5008	44	8.3
RG	Aph_californica_342072	NC_091013.1	17012061	17019304	7244	43	11.1
RG	Aph_californica_342072	NC_091013.1	17204831	17215861	11031	68	36.4
RG	Aph_californica_342072	NC_091013.1	18382941	18401916	18976	98	25.9
RG	Aph_californica_342072	NC_091013.1	18525078	18528726	3649	29	13.8
RG	Aph_californica_342072	NC_091013.1	20359405	20371594	12190	97	38.3
RG	Aph_californica_342072	NC_091013.1	20787556	20793393	5838	35	8.5
RG	Aph_californica_342072	NC_091013.1	20972020	20976338	4319	39	37.9
RG	Aph_californica_342072	NC_091013.1	21905992	21909935	3944	35	22.2
RG	Aph_californica_342072	NC_091013.1	22226013	22238111	12099	81	50.4
RG	Aph_californica_342072	NC_091013.1	22487187	22509948	22762	103	55.7
RG	Aph_californica_342072	NC_091013.1	22517121	22536195	19075	117	34.7
RG	Aph_californica_342072	NC_091013.1	22540767	22544890	4124	35	7.6
RG	Aph_californica_342072	NC_091013.1	22591200	22599302	8103	51	46.7
RG	Aph_californica_342072	NC_091013.1	22779612	22784214	4603	37	10.4
RG	Aph_californica_342072	NC_091013.1	22879224	22885813	6590	80	38.8
RG	Aph_californica_342072	NC_091013.1	23433776	23441212	7437	57	6.4
RG	Aph_californica_342072	NC_091013.1	23491613	23494328	2716	28	5.7
RG	Aph_californica_342072	NC_091013.1	23628080	23630609	2530	38	20.9
RG	Aph_californica_342072	NC_091013.1	23705945	23711903	5959	41	40.8
RG	Aph_californica_342072	NC_091013.1	24008585	24014530	5946	78	22.8
RG	Aph_californica_342072	NC_091013.1	24189736	24192584	2849	33	24.8
RG	Aph_californica_342072	NC_091013.1	24406072	24411627	5556	34	6.7
RG	Aph_californica_342072	NC_091013.1	24579394	24583649	4256	35	10.1
RG	Aph_californica_342072	NC_091013.1	25405843	25412474	6632	38	17.1
