# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_56723.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_56723.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_56723	NC_091013.1	202464	255494	53031	145	19.7
RG	Aph_californica_56723	NC_091013.1	4302029	4307012	4984	38	33.2
RG	Aph_californica_56723	NC_091013.1	6068365	6072822	4458	28	11.1
RG	Aph_californica_56723	NC_091013.1	6873856	6881289	7434	61	51.1
RG	Aph_californica_56723	NC_091013.1	7946553	7949760	3208	28	17.1
RG	Aph_californica_56723	NC_091013.1	8903288	8909588	6301	83	55.1
RG	Aph_californica_56723	NC_091013.1	10089175	10099440	10266	86	69.6
RG	Aph_californica_56723	NC_091013.1	10144966	10158980	14015	116	25.7
RG	Aph_californica_56723	NC_091013.1	10313383	10318750	5368	64	49.3
RG	Aph_californica_56723	NC_091013.1	10931670	10943972	12303	72	55.7
RG	Aph_californica_56723	NC_091013.1	11024758	11048520	23763	139	73.8
RG	Aph_californica_56723	NC_091013.1	11388471	11400766	12296	86	73.5
RG	Aph_californica_56723	NC_091013.1	11929299	11933741	4443	51	10.5
RG	Aph_californica_56723	NC_091013.1	11945144	11950803	5660	49	40.9
RG	Aph_californica_56723	NC_091013.1	13588261	13620579	32319	170	74.8
RG	Aph_californica_56723	NC_091013.1	13756527	13764983	8457	51	54.8
RG	Aph_californica_56723	NC_091013.1	13990631	13994215	3585	49	23.8
RG	Aph_californica_56723	NC_091013.1	14737983	14767558	29576	168	82.9
RG	Aph_californica_56723	NC_091013.1	14782590	14787316	4727	41	30.6
RG	Aph_californica_56723	NC_091013.1	14798172	14804343	6172	56	26.2
RG	Aph_californica_56723	NC_091013.1	16299426	16304508	5083	34	28.2
RG	Aph_californica_56723	NC_091013.1	16371967	16380269	8303	55	15.7
RG	Aph_californica_56723	NC_091013.1	16582805	16586141	3337	30	9.4
RG	Aph_californica_56723	NC_091013.1	16746147	16749556	3410	31	21.3
RG	Aph_californica_56723	NC_091013.1	16985954	16997358	11405	67	23.7
RG	Aph_californica_56723	NC_091013.1	17230138	17256865	26728	145	67.5
RG	Aph_californica_56723	NC_091013.1	17259025	17297675	38651	220	86.5
RG	Aph_californica_56723	NC_091013.1	17331209	17338962	7754	44	29.7
RG	Aph_californica_56723	NC_091013.1	17501092	17515882	14791	116	77.9
RG	Aph_californica_56723	NC_091013.1	17900508	17904281	3774	39	22.7
