# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_343436.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_343436.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_343436	NC_091013.1	204815	269644	64830	179	31.5
RG	Aph_californica_343436	NC_091013.1	782301	784926	2626	32	17.6
RG	Aph_californica_343436	NC_091013.1	850529	853247	2719	31	23.4
RG	Aph_californica_343436	NC_091013.1	899133	922316	23184	168	50.5
RG	Aph_californica_343436	NC_091013.1	1095506	1099915	4410	32	32.1
RG	Aph_californica_343436	NC_091013.1	1268718	1278754	10037	71	62.5
RG	Aph_californica_343436	NC_091013.1	1279569	1343970	64402	542	90.2
RG	Aph_californica_343436	NC_091013.1	1563388	1574953	11566	86	58.2
RG	Aph_californica_343436	NC_091013.1	1842522	1851459	8938	60	9.6
RG	Aph_californica_343436	NC_091013.1	1868954	1876366	7413	82	55.5
RG	Aph_californica_343436	NC_091013.1	2185894	2203338	17445	156	78.5
RG	Aph_californica_343436	NC_091013.1	2304083	2310067	5985	31	15.5
RG	Aph_californica_343436	NC_091013.1	2449075	2456485	7411	52	40.1
RG	Aph_californica_343436	NC_091013.1	2555673	2560897	5225	34	31.1
RG	Aph_californica_343436	NC_091013.1	2742407	2747401	4995	61	55.9
RG	Aph_californica_343436	NC_091013.1	2805930	2818599	12670	91	61.6
RG	Aph_californica_343436	NC_091013.1	2914363	2925069	10707	85	66.1
RG	Aph_californica_343436	NC_091013.1	3350163	3354969	4807	35	35.2
RG	Aph_californica_343436	NC_091013.1	3394787	3408306	13520	105	65.2
RG	Aph_californica_343436	NC_091013.1	3420280	3429426	9147	71	69.3
RG	Aph_californica_343436	NC_091013.1	3556230	3561396	5167	37	9.0
RG	Aph_californica_343436	NC_091013.1	3575173	3584212	9040	64	55.1
RG	Aph_californica_343436	NC_091013.1	3756404	3759840	3437	27	8.1
RG	Aph_californica_343436	NC_091013.1	3980543	3989986	9444	76	69.8
RG	Aph_californica_343436	NC_091013.1	4244195	4246988	2794	32	22.0
