# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_342053.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_342053.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_342053	NC_091013.1	208984	223030	14047	36	15.7
RG	Aph_californica_342053	NC_091013.1	3006315	3010558	4244	45	56.6
RG	Aph_californica_342053	NC_091013.1	3292413	3304938	12526	108	64.0
RG	Aph_californica_342053	NC_091013.1	3569462	3574323	4862	41	24.9
RG	Aph_californica_342053	NC_091013.1	4434452	4447896	13445	66	44.4
RG	Aph_californica_342053	NC_091013.1	5658997	5668245	9249	78	30.5
RG	Aph_californica_342053	NC_091013.1	6748098	6750835	2738	30	14.9
RG	Aph_californica_342053	NC_091013.1	7314814	7320221	5408	50	46.2
RG	Aph_californica_342053	NC_091013.1	7865772	7877748	11977	46	53.3
RG	Aph_californica_342053	NC_091013.1	9916788	9922508	5721	44	11.5
RG	Aph_californica_342053	NC_091013.1	10184920	10190369	5450	47	13.2
RG	Aph_californica_342053	NC_091013.1	11629585	11660706	31122	290	73.0
RG	Aph_californica_342053	NC_091013.1	11991488	12012381	20894	187	81.4
RG	Aph_californica_342053	NC_091013.1	12022811	12025323	2513	47	16.6
RG	Aph_californica_342053	NC_091013.1	12959853	12963691	3839	29	12.4
RG	Aph_californica_342053	NC_091013.1	13271036	13273846	2811	31	18.1
RG	Aph_californica_342053	NC_091013.1	13309717	13317374	7658	79	18.6
RG	Aph_californica_342053	NC_091013.1	13843281	13870157	26877	100	27.1
RG	Aph_californica_342053	NC_091013.1	14198924	14205462	6539	35	5.0
RG	Aph_californica_342053	NC_091013.1	14974641	14978866	4226	50	27.2
RG	Aph_californica_342053	NC_091013.1	15084341	15092112	7772	93	73.0
RG	Aph_californica_342053	NC_091013.1	15201148	15205826	4679	59	45.1
RG	Aph_californica_342053	NC_091013.1	15711534	15714080	2547	29	14.7
RG	Aph_californica_342053	NC_091013.1	16196758	16207528	10771	57	22.4
RG	Aph_californica_342053	NC_091013.1	16405645	16408699	3055	41	38.3
RG	Aph_californica_342053	NC_091013.1	17274563	17278574	4012	50	25.8
RG	Aph_californica_342053	NC_091013.1	17899505	17905089	5585	52	5.2
RG	Aph_californica_342053	NC_091013.1	17995315	18028555	33241	253	56.9
RG	Aph_californica_342053	NC_091013.1	18029306	18059330	30025	220	59.8
RG	Aph_californica_342053	NC_091013.1	18296949	18314826	17878	150	71.8
RG	Aph_californica_342053	NC_091013.1	18325985	18331455	5471	44	7.4
RG	Aph_californica_342053	NC_091013.1	18365349	18372551	7203	51	57.4
RG	Aph_californica_342053	NC_091013.1	18642187	18651932	9746	62	46.4
RG	Aph_californica_342053	NC_091013.1	18992001	19001356	9356	53	30.7
RG	Aph_californica_342053	NC_091013.1	20152939	20161784	8846	73	38.2
RG	Aph_californica_342053	NC_091013.1	20919006	20934044	15039	115	50.0
RG	Aph_californica_342053	NC_091013.1	21262230	21266805	4576	37	11.6
RG	Aph_californica_342053	NC_091013.1	21335707	21345233	9527	75	69.3
RG	Aph_californica_342053	NC_091013.1	21353163	21357443	4281	29	11.6
