# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_333971.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_333971.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_333971	NC_091013.1	234064	274645	40582	116	36.2
RG	Aph_californica_333971	NC_091013.1	335170	344116	8947	41	24.8
RG	Aph_californica_333971	NC_091013.1	421138	425830	4693	38	41.6
RG	Aph_californica_333971	NC_091013.1	442117	447261	5145	43	48.9
RG	Aph_californica_333971	NC_091013.1	912203	916574	4372	33	23.4
RG	Aph_californica_333971	NC_091013.1	1130499	1133866	3368	42	11.8
RG	Aph_californica_333971	NC_091013.1	1436838	1443133	6296	47	31.3
RG	Aph_californica_333971	NC_091013.1	1845373	1850804	5432	40	43.7
RG	Aph_californica_333971	NC_091013.1	4695126	4699483	4358	36	14.3
RG	Aph_californica_333971	NC_091013.1	5920913	5927820	6908	67	51.4
RG	Aph_californica_333971	NC_091013.1	6454087	6459879	5793	43	32.5
RG	Aph_californica_333971	NC_091013.1	8738289	8742271	3983	32	16.4
RG	Aph_californica_333971	NC_091013.1	9063349	9066826	3478	55	56.3
RG	Aph_californica_333971	NC_091013.1	9132691	9144578	11888	117	72.0
RG	Aph_californica_333971	NC_091013.1	9195758	9202379	6622	48	23.6
RG	Aph_californica_333971	NC_091013.1	9350007	9360642	10636	105	70.6
RG	Aph_californica_333971	NC_091013.1	9619580	9624418	4839	50	43.0
RG	Aph_californica_333971	NC_091013.1	10252662	10263782	11121	94	72.1
RG	Aph_californica_333971	NC_091013.1	10318139	10325271	7133	96	63.5
RG	Aph_californica_333971	NC_091013.1	10327996	10334261	6266	57	43.0
RG	Aph_californica_333971	NC_091013.1	10613214	10666692	53479	393	71.2
RG	Aph_californica_333971	NC_091013.1	11014911	11019728	4818	39	19.5
RG	Aph_californica_333971	NC_091013.1	11109341	11117315	7975	43	25.9
RG	Aph_californica_333971	NC_091013.1	11249227	11262917	13691	84	55.9
RG	Aph_californica_333971	NC_091013.1	11500784	11507766	6983	60	41.3
RG	Aph_californica_333971	NC_091013.1	11939738	11946976	7239	69	31.3
RG	Aph_californica_333971	NC_091013.1	11998163	12007132	8970	87	24.4
RG	Aph_californica_333971	NC_091013.1	12113023	12117153	4131	34	29.4
RG	Aph_californica_333971	NC_091013.1	12746858	12754644	7787	47	56.7
RG	Aph_californica_333971	NC_091013.1	13191682	13196877	5196	29	9.4
RG	Aph_californica_333971	NC_091013.1	13283911	13291018	7108	44	21.4
RG	Aph_californica_333971	NC_091013.1	13444076	13505887	61812	427	84.1
RG	Aph_californica_333971	NC_091013.1	13563664	13567098	3435	41	24.1
RG	Aph_californica_333971	NC_091013.1	13990816	13993686	2871	52	13.8
RG	Aph_californica_333971	NC_091013.1	14078289	14082892	4604	43	31.6
RG	Aph_californica_333971	NC_091013.1	14445732	14448919	3188	28	6.5
RG	Aph_californica_333971	NC_091013.1	14479507	14512318	32812	173	75.3
RG	Aph_californica_333971	NC_091013.1	14537951	14544251	6301	51	29.5
RG	Aph_californica_333971	NC_091013.1	14762474	14781010	18537	101	60.4
RG	Aph_californica_333971	NC_091013.1	14789799	14797486	7688	94	51.7
RG	Aph_californica_333971	NC_091013.1	15174107	15186609	12503	82	50.0
RG	Aph_californica_333971	NC_091013.1	15194880	15207064	12185	90	23.3
RG	Aph_californica_333971	NC_091013.1	15227045	15231273	4229	31	22.9
RG	Aph_californica_333971	NC_091013.1	15650559	15661321	10763	93	70.1
RG	Aph_californica_333971	NC_091013.1	15710922	15714798	3877	36	25.5
RG	Aph_californica_333971	NC_091013.1	15845319	15853575	8257	60	56.6
RG	Aph_californica_333971	NC_091013.1	15970223	15976309	6087	32	5.8
RG	Aph_californica_333971	NC_091013.1	16052623	16061792	9170	58	25.9
RG	Aph_californica_333971	NC_091013.1	16795414	16801689	6276	47	38.6
RG	Aph_californica_333971	NC_091013.1	17103839	17114786	10948	86	69.6
RG	Aph_californica_333971	NC_091013.1	17408446	17416631	8186	82	60.2
RG	Aph_californica_333971	NC_091013.1	17757409	17763750	6342	69	16.6
RG	Aph_californica_333971	NC_091013.1	17956689	17966999	10311	81	60.2
RG	Aph_californica_333971	NC_091013.1	18061432	18067125	5694	43	25.8
RG	Aph_californica_333971	NC_091013.1	18083620	18088289	4670	52	10.5
RG	Aph_californica_333971	NC_091013.1	19096992	19102354	5363	44	22.3
