# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_195411.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_195411.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_195411	NC_091013.1	230969	278359	47391	140	39.5
RG	Aph_californica_195411	NC_091013.1	1178205	1186865	8661	69	35.8
RG	Aph_californica_195411	NC_091013.1	1204098	1219295	15198	98	47.9
RG	Aph_californica_195411	NC_091013.1	2360026	2363934	3909	31	18.4
RG	Aph_californica_195411	NC_091013.1	3701371	3709789	8419	64	40.8
RG	Aph_californica_195411	NC_091013.1	3717970	3721326	3357	31	17.6
RG	Aph_californica_195411	NC_091013.1	5572390	5573846	1457	29	11.4
RG	Aph_californica_195411	NC_091013.1	6378209	6383852	5644	43	25.5
RG	Aph_californica_195411	NC_091013.1	6636844	6659017	22174	146	76.5
RG	Aph_californica_195411	NC_091013.1	6760264	6764422	4159	34	25.3
RG	Aph_californica_195411	NC_091013.1	6900045	6907866	7822	80	43.1
RG	Aph_californica_195411	NC_091013.1	7500132	7506135	6004	43	29.2
RG	Aph_californica_195411	NC_091013.1	7609168	7613017	3850	37	28.5
RG	Aph_californica_195411	NC_091013.1	7839346	7846840	7495	49	54.0
RG	Aph_californica_195411	NC_091013.1	8118338	8133321	14984	89	63.0
RG	Aph_californica_195411	NC_091013.1	8964226	8967389	3164	28	13.4
RG	Aph_californica_195411	NC_091013.1	9308976	9329234	20259	199	84.8
RG	Aph_californica_195411	NC_091013.1	9602564	9622403	19840	142	74.1
RG	Aph_californica_195411	NC_091013.1	10137237	10142307	5071	43	5.6
RG	Aph_californica_195411	NC_091013.1	10157644	10171470	13827	112	48.6
RG	Aph_californica_195411	NC_091013.1	10396332	10401095	4764	39	16.9
RG	Aph_californica_195411	NC_091013.1	10569955	10574294	4340	48	40.3
RG	Aph_californica_195411	NC_091013.1	10704736	10711317	6582	57	35.8
RG	Aph_californica_195411	NC_091013.1	10958801	10970663	11863	67	66.3
RG	Aph_californica_195411	NC_091013.1	11528386	11534763	6378	59	51.7
RG	Aph_californica_195411	NC_091013.1	11806869	11815453	8585	70	64.6
RG	Aph_californica_195411	NC_091013.1	12003878	12007215	3338	48	52.3
RG	Aph_californica_195411	NC_091013.1	12018550	12023923	5374	81	62.8
RG	Aph_californica_195411	NC_091013.1	12311461	12314904	3444	27	10.5
RG	Aph_californica_195411	NC_091013.1	12434705	12468252	33548	266	82.7
RG	Aph_californica_195411	NC_091013.1	12626697	12632138	5442	45	52.8
RG	Aph_californica_195411	NC_091013.1	12640957	12645122	4166	68	45.3
RG	Aph_californica_195411	NC_091013.1	12648482	12656839	8358	60	66.9
RG	Aph_californica_195411	NC_091013.1	13070790	13073833	3044	38	18.4
RG	Aph_californica_195411	NC_091013.1	13182049	13186681	4633	39	19.1
RG	Aph_californica_195411	NC_091013.1	13268239	13273099	4861	57	57.0
RG	Aph_californica_195411	NC_091013.1	13430452	13437014	6563	43	30.6
RG	Aph_californica_195411	NC_091013.1	14146674	14152521	5848	49	18.9
RG	Aph_californica_195411	NC_091013.1	14219680	14236161	16482	94	63.3
RG	Aph_californica_195411	NC_091013.1	15202865	15206631	3767	42	25.7
RG	Aph_californica_195411	NC_091013.1	15210034	15214503	4470	32	21.2
RG	Aph_californica_195411	NC_091013.1	15284529	15291498	6970	61	46.9
RG	Aph_californica_195411	NC_091013.1	15382396	15403092	20697	139	72.8
RG	Aph_californica_195411	NC_091013.1	15544279	15553656	9378	60	59.7
