# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_94205.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_94205.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_94205	NC_091013.1	204815	229864	25050	74	22.4
RG	Aph_californica_94205	NC_091013.1	740514	745301	4788	36	21.0
RG	Aph_californica_94205	NC_091013.1	1379220	1389249	10030	42	26.5
RG	Aph_californica_94205	NC_091013.1	2088971	2111125	22155	172	86.1
RG	Aph_californica_94205	NC_091013.1	2404262	2417569	13308	122	81.5
RG	Aph_californica_94205	NC_091013.1	5118623	5135119	16497	88	75.4
RG	Aph_californica_94205	NC_091013.1	5869436	5873091	3656	38	43.4
RG	Aph_californica_94205	NC_091013.1	6569902	6575010	5109	39	18.5
RG	Aph_californica_94205	NC_091013.1	6591901	6595139	3239	33	25.6
RG	Aph_californica_94205	NC_091013.1	6727554	6733034	5481	49	45.4
RG	Aph_californica_94205	NC_091013.1	7489823	7525058	35236	199	85.6
RG	Aph_californica_94205	NC_091013.1	7610686	7614043	3358	40	43.8
RG	Aph_californica_94205	NC_091013.1	8747308	8749638	2331	33	20.9
RG	Aph_californica_94205	NC_091013.1	8986899	8989839	2941	29	8.1
RG	Aph_californica_94205	NC_091013.1	9050267	9056777	6511	67	66.0
RG	Aph_californica_94205	NC_091013.1	9715330	9743156	27827	170	77.2
RG	Aph_californica_94205	NC_091013.1	9798408	9802502	4095	35	19.9
RG	Aph_californica_94205	NC_091013.1	10158131	10166798	8668	64	55.4
RG	Aph_californica_94205	NC_091013.1	10454370	10458825	4456	29	17.8
RG	Aph_californica_94205	NC_091013.1	10753809	10758877	5069	31	15.3
RG	Aph_californica_94205	NC_091013.1	11121864	11126433	4570	33	22.1
RG	Aph_californica_94205	NC_091013.1	11136811	11142484	5674	45	50.5
