# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_woodhouseii_334081.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_woodhouseii_334081.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_woodhouseii_334081	NC_091013.1	238135	274645	36511	103	58.5
RG	Aph_woodhouseii_334081	NC_091013.1	279592	287703	8112	28	18.2
RG	Aph_woodhouseii_334081	NC_091013.1	1346601	1366702	20102	174	72.9
RG	Aph_woodhouseii_334081	NC_091013.1	1382764	1399209	16446	112	78.6
RG	Aph_woodhouseii_334081	NC_091013.1	1403685	1409102	5418	65	59.4
RG	Aph_woodhouseii_334081	NC_091013.1	1946227	1949480	3254	35	33.0
RG	Aph_woodhouseii_334081	NC_091013.1	2366279	2370274	3996	44	44.5
RG	Aph_woodhouseii_334081	NC_091013.1	2460317	2465227	4911	31	17.3
RG	Aph_woodhouseii_334081	NC_091013.1	2488973	2495782	6810	51	42.6
RG	Aph_woodhouseii_334081	NC_091013.1	2597337	2607651	10315	93	62.9
RG	Aph_woodhouseii_334081	NC_091013.1	3093044	3101920	8877	62	46.5
RG	Aph_woodhouseii_334081	NC_091013.1	3700623	3706507	5885	48	47.3
RG	Aph_woodhouseii_334081	NC_091013.1	3733849	3737646	3798	32	24.2
RG	Aph_woodhouseii_334081	NC_091013.1	3939864	3941639	1776	74	25.4
RG	Aph_woodhouseii_334081	NC_091013.1	3990335	4001382	11048	77	68.8
RG	Aph_woodhouseii_334081	NC_091013.1	4246411	4285421	39011	296	87.4
RG	Aph_woodhouseii_334081	NC_091013.1	4523277	4527006	3730	33	24.3
RG	Aph_woodhouseii_334081	NC_091013.1	4726356	4735148	8793	66	65.1
RG	Aph_woodhouseii_334081	NC_091013.1	4788690	4794906	6217	42	42.0
RG	Aph_woodhouseii_334081	NC_091013.1	5383775	5392763	8989	71	38.5
RG	Aph_woodhouseii_334081	NC_091013.1	5514099	5531447	17349	112	78.1
RG	Aph_woodhouseii_334081	NC_091013.1	5590401	5593866	3466	34	27.8
RG	Aph_woodhouseii_334081	NC_091013.1	5778272	5783252	4981	39	40.3
RG	Aph_woodhouseii_334081	NC_091013.1	5790971	5794344	3374	35	33.3
RG	Aph_woodhouseii_334081	NC_091013.1	6179744	6184287	4544	39	41.0
RG	Aph_woodhouseii_334081	NC_091013.1	6520966	6525274	4309	30	20.4
RG	Aph_woodhouseii_334081	NC_091013.1	6607059	6611163	4105	28	10.7
RG	Aph_woodhouseii_334081	NC_091013.1	6799853	6807573	7721	48	51.9
RG	Aph_woodhouseii_334081	NC_091013.1	6837966	6849835	11870	80	73.5
RG	Aph_woodhouseii_334081	NC_091013.1	6857682	6938282	80601	527	91.6
RG	Aph_woodhouseii_334081	NC_091013.1	6938479	6961054	22576	190	87.5
RG	Aph_woodhouseii_334081	NC_091013.1	7201922	7216210	14289	105	65.8
RG	Aph_woodhouseii_334081	NC_091013.1	7232952	7235720	2769	31	24.9
RG	Aph_woodhouseii_334081	NC_091013.1	7239563	7257220	17658	96	77.2
RG	Aph_woodhouseii_334081	NC_091013.1	7410375	7415116	4742	50	30.0
RG	Aph_woodhouseii_334081	NC_091013.1	7583056	7627126	44071	235	89.0
RG	Aph_woodhouseii_334081	NC_091013.1	7628683	7648302	19620	54	62.5
RG	Aph_woodhouseii_334081	NC_091013.1	8518516	8534323	15808	101	69.5
RG	Aph_woodhouseii_334081	NC_091013.1	8694182	8700677	6496	89	72.6
RG	Aph_woodhouseii_334081	NC_091013.1	8705558	8718273	12716	126	80.4
RG	Aph_woodhouseii_334081	NC_091013.1	9241787	9244687	2901	36	40.2
RG	Aph_woodhouseii_334081	NC_091013.1	9522470	9525771	3302	31	14.3
RG	Aph_woodhouseii_334081	NC_091013.1	9575612	9580430	4819	41	20.8
RG	Aph_woodhouseii_334081	NC_091013.1	9737884	9742381	4498	43	30.8
RG	Aph_woodhouseii_334081	NC_091013.1	9815138	9823759	8622	70	33.6
RG	Aph_woodhouseii_334081	NC_091013.1	10048019	10054025	6007	59	42.0
RG	Aph_woodhouseii_334081	NC_091013.1	10251291	10254203	2913	34	31.8
RG	Aph_woodhouseii_334081	NC_091013.1	10274819	10279988	5170	57	39.6
RG	Aph_woodhouseii_334081	NC_091013.1	10314928	10318764	3837	60	29.4
RG	Aph_woodhouseii_334081	NC_091013.1	10382869	10390251	7383	55	32.0
RG	Aph_woodhouseii_334081	NC_091013.1	10498208	10512640	14433	118	36.1
RG	Aph_woodhouseii_334081	NC_091013.1	10753365	10761740	8376	55	34.8
RG	Aph_woodhouseii_334081	NC_091013.1	10846954	10851784	4831	39	17.9
RG	Aph_woodhouseii_334081	NC_091013.1	10888268	10891434	3167	36	29.1
RG	Aph_woodhouseii_334081	NC_091013.1	11023792	11028125	4334	36	31.9
RG	Aph_woodhouseii_334081	NC_091013.1	11177892	11190460	12569	128	74.5
RG	Aph_woodhouseii_334081	NC_091013.1	11191008	11205749	14742	110	71.2
RG	Aph_woodhouseii_334081	NC_091013.1	11681451	11685617	4167	29	9.0
RG	Aph_woodhouseii_334081	NC_091013.1	11830106	11845761	15656	135	64.8
RG	Aph_woodhouseii_334081	NC_091013.1	11924927	11930517	5591	70	68.9
RG	Aph_woodhouseii_334081	NC_091013.1	11963012	11970589	7578	75	68.3
RG	Aph_woodhouseii_334081	NC_091013.1	12014569	12015579	1011	30	5.7
RG	Aph_woodhouseii_334081	NC_091013.1	12022799	12025621	2823	41	45.6
RG	Aph_woodhouseii_334081	NC_091013.1	12535029	12548215	13187	94	61.4
RG	Aph_woodhouseii_334081	NC_091013.1	12782642	12797391	14750	168	84.2
RG	Aph_woodhouseii_334081	NC_091013.1	12936444	12949901	13458	114	78.2
RG	Aph_woodhouseii_334081	NC_091013.1	13142732	13151080	8349	60	62.4
RG	Aph_woodhouseii_334081	NC_091013.1	13602799	13610569	7771	54	20.6
RG	Aph_woodhouseii_334081	NC_091013.1	13709229	13715738	6510	37	14.3
RG	Aph_woodhouseii_334081	NC_091013.1	13838646	13847964	9319	43	10.4
RG	Aph_woodhouseii_334081	NC_091013.1	13932517	13959937	27421	214	87.5
RG	Aph_woodhouseii_334081	NC_091013.1	13965168	13980766	15599	110	21.1
RG	Aph_woodhouseii_334081	NC_091013.1	14060936	14065692	4757	37	30.3
RG	Aph_woodhouseii_334081	NC_091013.1	14204065	14236349	32285	200	75.9
RG	Aph_woodhouseii_334081	NC_091013.1	14415475	14434137	18663	139	78.9
RG	Aph_woodhouseii_334081	NC_091013.1	14439916	14449668	9753	71	60.8
RG	Aph_woodhouseii_334081	NC_091013.1	14455584	14461877	6294	44	30.3
RG	Aph_woodhouseii_334081	NC_091013.1	14782309	14787051	4743	41	22.8
RG	Aph_woodhouseii_334081	NC_091013.1	14948225	14953969	5745	51	37.7
RG	Aph_woodhouseii_334081	NC_091013.1	15079081	15088221	9141	83	38.8
RG	Aph_woodhouseii_334081	NC_091013.1	15093411	15102935	9525	72	48.1
RG	Aph_woodhouseii_334081	NC_091013.1	16426706	16433643	6938	73	73.7
RG	Aph_woodhouseii_334081	NC_091013.1	16437930	16442403	4474	60	45.9
RG	Aph_woodhouseii_334081	NC_091013.1	16721090	16734187	13098	86	52.5
RG	Aph_woodhouseii_334081	NC_091013.1	16768763	16779421	10659	83	48.6
RG	Aph_woodhouseii_334081	NC_091013.1	16793691	16814826	21136	158	75.0
RG	Aph_woodhouseii_334081	NC_091013.1	17049965	17057497	7533	61	40.0
RG	Aph_woodhouseii_334081	NC_091013.1	17102832	17108436	5605	56	39.9
RG	Aph_woodhouseii_334081	NC_091013.1	17123316	17130656	7341	50	13.8
RG	Aph_woodhouseii_334081	NC_091013.1	17299178	17304002	4825	42	44.5
RG	Aph_woodhouseii_334081	NC_091013.1	17591963	17595942	3980	33	28.7
RG	Aph_woodhouseii_334081	NC_091013.1	17628866	17672336	43471	338	89.2
RG	Aph_woodhouseii_334081	NC_091013.1	17699779	17703084	3306	30	20.4
RG	Aph_woodhouseii_334081	NC_091013.1	17795143	17817232	22090	135	57.7
RG	Aph_woodhouseii_334081	NC_091013.1	17828565	17838942	10378	78	38.4
RG	Aph_woodhouseii_334081	NC_091013.1	17902179	17906816	4638	47	22.6
RG	Aph_woodhouseii_334081	NC_091013.1	17921022	17928031	7010	60	30.7
RG	Aph_woodhouseii_334081	NC_091013.1	18061613	18090151	28539	224	87.7
RG	Aph_woodhouseii_334081	NC_091013.1	18438868	18442267	3400	28	14.6
RG	Aph_woodhouseii_334081	NC_091013.1	18454727	18467073	12347	94	60.5
RG	Aph_woodhouseii_334081	NC_091013.1	18471192	18489201	18010	161	80.5
RG	Aph_woodhouseii_334081	NC_091013.1	18497011	18502127	5117	45	31.4
RG	Aph_woodhouseii_334081	NC_091013.1	18669100	18671528	2429	37	6.4
RG	Aph_woodhouseii_334081	NC_091013.1	18762239	18801284	39046	295	86.0
RG	Aph_woodhouseii_334081	NC_091013.1	19353693	19358706	5014	48	25.7
RG	Aph_woodhouseii_334081	NC_091013.1	20498215	20506375	8161	66	20.6
RG	Aph_woodhouseii_334081	NC_091013.1	20543357	20547842	4486	38	16.5
RG	Aph_woodhouseii_334081	NC_091013.1	21109539	21111075	1537	28	8.8
RG	Aph_woodhouseii_334081	NC_091013.1	21371374	21374970	3597	53	46.7
RG	Aph_woodhouseii_334081	NC_091013.1	21516665	21524832	8168	54	32.8
RG	Aph_woodhouseii_334081	NC_091013.1	21571415	21589530	18116	157	69.6
RG	Aph_woodhouseii_334081	NC_091013.1	21592147	21599910	7764	79	21.0
RG	Aph_woodhouseii_334081	NC_091013.1	21620933	21631565	10633	86	43.2
RG	Aph_woodhouseii_334081	NC_091013.1	21658099	21662059	3961	48	26.6
RG	Aph_woodhouseii_334081	NC_091013.1	21702132	21714942	12811	95	66.9
RG	Aph_woodhouseii_334081	NC_091013.1	22108357	22114242	5886	51	28.4
RG	Aph_woodhouseii_334081	NC_091013.1	22180181	22187246	7066	51	11.3
RG	Aph_woodhouseii_334081	NC_091013.1	22193900	22199580	5681	46	17.7
RG	Aph_woodhouseii_334081	NC_091013.1	22205007	22211064	6058	43	28.7
RG	Aph_woodhouseii_334081	NC_091013.1	22567111	22568749	1639	40	15.1
RG	Aph_woodhouseii_334081	NC_091013.1	22584406	22598795	14390	133	74.5
RG	Aph_woodhouseii_334081	NC_091013.1	22616119	22643735	27617	193	80.6
RG	Aph_woodhouseii_334081	NC_091013.1	22703007	22705849	2843	43	44.1
RG	Aph_woodhouseii_334081	NC_091013.1	22706074	22718728	12655	133	69.7
RG	Aph_woodhouseii_334081	NC_091013.1	22836105	22846187	10083	102	20.7
RG	Aph_woodhouseii_334081	NC_091013.1	22855831	22863514	7684	101	66.7
RG	Aph_woodhouseii_334081	NC_091013.1	23154280	23161195	6916	59	38.9
RG	Aph_woodhouseii_334081	NC_091013.1	23324086	23328088	4003	55	36.3
RG	Aph_woodhouseii_334081	NC_091013.1	23335905	23339749	3845	45	35.4
RG	Aph_woodhouseii_334081	NC_091013.1	23346370	23354092	7723	76	62.9
RG	Aph_woodhouseii_334081	NC_091013.1	23354622	23386208	31587	181	84.6
RG	Aph_woodhouseii_334081	NC_091013.1	23391220	23404918	13699	103	28.3
RG	Aph_woodhouseii_334081	NC_091013.1	23576236	23615299	39064	238	80.9
RG	Aph_woodhouseii_334081	NC_091013.1	23619470	23630002	10533	106	71.7
RG	Aph_woodhouseii_334081	NC_091013.1	23640609	23645159	4551	67	30.1
RG	Aph_woodhouseii_334081	NC_091013.1	23658684	23678616	19933	120	20.3
RG	Aph_woodhouseii_334081	NC_091013.1	23896724	23899216	2493	26	5.7
RG	Aph_woodhouseii_334081	NC_091013.1	23907653	23986237	78585	683	89.7
RG	Aph_woodhouseii_334081	NC_091013.1	24003824	24008686	4863	35	32.6
RG	Aph_woodhouseii_334081	NC_091013.1	24293938	24303415	9478	103	65.7
RG	Aph_woodhouseii_334081	NC_091013.1	24309406	24317881	8476	84	29.3
RG	Aph_woodhouseii_334081	NC_091013.1	24324842	24332475	7634	54	34.0
RG	Aph_woodhouseii_334081	NC_091013.1	24373446	24391989	18544	118	68.1
RG	Aph_woodhouseii_334081	NC_091013.1	24411849	24419711	7863	61	35.3
RG	Aph_woodhouseii_334081	NC_091013.1	24540456	24558833	18378	123	74.2
RG	Aph_woodhouseii_334081	NC_091013.1	24864479	24870711	6233	65	44.2
RG	Aph_woodhouseii_334081	NC_091013.1	25045591	25073548	27958	194	53.8
RG	Aph_woodhouseii_334081	NC_091013.1	25142081	25146151	4071	32	20.5
RG	Aph_woodhouseii_334081	NC_091013.1	25270517	25272486	1970	35	8.6
RG	Aph_woodhouseii_334081	NC_091013.1	25293721	25299831	6111	40	42.2
RG	Aph_woodhouseii_334081	NC_091013.1	25723183	25727898	4716	56	44.1
RG	Aph_woodhouseii_334081	NC_091013.1	25946901	25958752	11852	72	50.8
RG	Aph_woodhouseii_334081	NC_091013.1	25972212	25978834	6623	57	44.1
RG	Aph_woodhouseii_334081	NC_091013.1	26037903	26043541	5639	59	25.0
RG	Aph_woodhouseii_334081	NC_091013.1	26115641	26119081	3441	67	35.5
RG	Aph_woodhouseii_334081	NC_091013.1	26418962	26425774	6813	72	58.1
RG	Aph_woodhouseii_334081	NC_091013.1	26580470	26590334	9865	55	42.3
RG	Aph_woodhouseii_334081	NC_091013.1	26642603	26647168	4566	28	10.3
RG	Aph_woodhouseii_334081	NC_091013.1	26655716	26660718	5003	39	21.7
RG	Aph_woodhouseii_334081	NC_091013.1	27131135	27136181	5047	32	27.7
RG	Aph_woodhouseii_334081	NC_091013.1	27557197	27603490	46294	253	68.0
RG	Aph_woodhouseii_334081	NC_091013.1	27606141	27627088	20948	143	40.5
RG	Aph_woodhouseii_334081	NC_091013.1	27830789	27840184	9396	62	22.9
RG	Aph_woodhouseii_334081	NC_091013.1	27845567	27852524	6958	46	17.2
RG	Aph_woodhouseii_334081	NC_091013.1	27930493	27940800	10308	80	44.6
RG	Aph_woodhouseii_334081	NC_091013.1	28025499	28068525	43027	318	74.2
RG	Aph_woodhouseii_334081	NC_091013.1	28165584	28181201	15618	139	72.7
RG	Aph_woodhouseii_334081	NC_091013.1	28198041	28205637	7597	74	61.8
RG	Aph_woodhouseii_334081	NC_091013.1	28306691	28312525	5835	37	13.3
RG	Aph_woodhouseii_334081	NC_091013.1	28636848	28640130	3283	49	56.5
RG	Aph_woodhouseii_334081	NC_091013.1	28820294	28825287	4994	59	29.9
RG	Aph_woodhouseii_334081	NC_091013.1	29190496	29210929	20434	86	61.9
RG	Aph_woodhouseii_334081	NC_091013.1	29289303	29299871	10569	65	24.1
RG	Aph_woodhouseii_334081	NC_091013.1	29323510	29330711	7202	44	35.6
RG	Aph_woodhouseii_334081	NC_091013.1	29376608	29382149	5542	28	12.3
RG	Aph_woodhouseii_334081	NC_091013.1	29443862	29509357	65496	363	79.8
RG	Aph_woodhouseii_334081	NC_091013.1	29744468	29752441	7974	53	34.7
RG	Aph_woodhouseii_334081	NC_091013.1	29754511	29795872	41362	208	71.4
RG	Aph_woodhouseii_334081	NC_091013.1	29915524	29920703	5180	40	26.6
RG	Aph_woodhouseii_334081	NC_091013.1	30263509	30293227	29719	249	71.9
RG	Aph_woodhouseii_334081	NC_091013.1	30661637	30679145	17509	116	60.7
RG	Aph_woodhouseii_334081	NC_091013.1	31585519	31595127	9609	67	65.6
RG	Aph_woodhouseii_334081	NC_091013.1	32058122	32084054	25933	137	46.7
RG	Aph_woodhouseii_334081	NC_091013.1	32194820	32204741	9922	104	60.4
RG	Aph_woodhouseii_334081	NC_091013.1	32230871	32234842	3972	34	26.2
RG	Aph_woodhouseii_334081	NC_091013.1	32347386	32380873	33488	199	82.6
RG	Aph_woodhouseii_334081	NC_091013.1	32565733	32578767	13035	74	32.4
RG	Aph_woodhouseii_334081	NC_091013.1	32892567	32914777	22211	118	63.0
RG	Aph_woodhouseii_334081	NC_091013.1	32967707	32979650	11944	85	43.7
RG	Aph_woodhouseii_334081	NC_091013.1	33136841	33162200	25360	208	66.9
RG	Aph_woodhouseii_334081	NC_091013.1	33218814	33256158	37345	267	54.1
RG	Aph_woodhouseii_334081	NC_091013.1	33308346	33319917	11572	59	31.4
RG	Aph_woodhouseii_334081	NC_091013.1	33610124	33619919	9796	80	15.8
RG	Aph_woodhouseii_334081	NC_091013.1	33728615	33734195	5581	33	29.2
RG	Aph_woodhouseii_334081	NC_091013.1	33742464	33769964	27501	179	63.4
RG	Aph_woodhouseii_334081	NC_091013.1	33954889	33957432	2544	42	7.1
RG	Aph_woodhouseii_334081	NC_091013.1	34112230	34122016	9787	78	63.3
RG	Aph_woodhouseii_334081	NC_091013.1	34287447	34294383	6937	68	27.1
RG	Aph_woodhouseii_334081	NC_091013.1	34302926	34319641	16716	103	73.0
RG	Aph_woodhouseii_334081	NC_091013.1	34461830	34484051	22222	167	57.1
RG	Aph_woodhouseii_334081	NC_091013.1	34505441	34526323	20883	98	60.2
RG	Aph_woodhouseii_334081	NC_091013.1	34623288	34630110	6823	77	52.8
RG	Aph_woodhouseii_334081	NC_091013.1	34700944	34804951	104008	614	75.0
RG	Aph_woodhouseii_334081	NC_091013.1	34881050	34940598	59549	309	75.1
RG	Aph_woodhouseii_334081	NC_091013.1	35071451	35074085	2635	35	8.5
RG	Aph_woodhouseii_334081	NC_091013.1	35185321	35192642	7322	63	16.4
RG	Aph_woodhouseii_334081	NC_091013.1	35303751	35311793	8043	71	55.6
RG	Aph_woodhouseii_334081	NC_091013.1	35442339	35450505	8167	71	35.2
RG	Aph_woodhouseii_334081	NC_091013.1	35490260	35514238	23979	161	54.2
RG	Aph_woodhouseii_334081	NC_091013.1	35539437	35574944	35508	266	79.8
RG	Aph_woodhouseii_334081	NC_091013.1	35728897	35738095	9199	67	41.2
RG	Aph_woodhouseii_334081	NC_091013.1	36096946	36110763	13818	79	34.8
RG	Aph_woodhouseii_334081	NC_091013.1	36111539	36115878	4340	32	22.5
RG	Aph_woodhouseii_334081	NC_091013.1	36207408	36369777	162370	1115	93.0
RG	Aph_woodhouseii_334081	NC_091013.1	36455755	36467936	12182	111	39.6
RG	Aph_woodhouseii_334081	NC_091013.1	36608077	36612289	4213	45	12.7
RG	Aph_woodhouseii_334081	NC_091013.1	36632838	36639349	6512	61	63.6
RG	Aph_woodhouseii_334081	NC_091013.1	36666329	36669605	3277	30	16.3
RG	Aph_woodhouseii_334081	NC_091013.1	36962918	36968952	6035	39	30.0
RG	Aph_woodhouseii_334081	NC_091013.1	37046708	37052478	5771	62	36.2
RG	Aph_woodhouseii_334081	NC_091013.1	37274835	37277117	2283	60	54.4
RG	Aph_woodhouseii_334081	NC_091013.1	37358717	37377350	18634	138	70.0
RG	Aph_woodhouseii_334081	NC_091013.1	37390490	37396153	5664	85	33.3
RG	Aph_woodhouseii_334081	NC_091013.1	37438131	37445908	7778	82	23.4
RG	Aph_woodhouseii_334081	NC_091013.1	37474943	37479435	4493	50	4.9
RG	Aph_woodhouseii_334081	NC_091013.1	37594409	37600551	6143	59	9.9
RG	Aph_woodhouseii_334081	NC_091013.1	37746794	37754992	8199	64	35.8
RG	Aph_woodhouseii_334081	NC_091013.1	38053648	38070791	17144	128	61.7
RG	Aph_woodhouseii_334081	NC_091013.1	38071620	38119516	47897	410	85.8
