# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_woodhouseii_68851.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_woodhouseii_68851.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_woodhouseii_68851	NC_091013.1	213950	253471	39522	104	47.2
RG	Aph_woodhouseii_68851	NC_091013.1	671407	678588	7182	63	62.5
RG	Aph_woodhouseii_68851	NC_091013.1	909687	917095	7409	52	8.9
RG	Aph_woodhouseii_68851	NC_091013.1	1456064	1461002	4939	35	31.0
RG	Aph_woodhouseii_68851	NC_091013.1	1897380	1908313	10934	82	66.7
RG	Aph_woodhouseii_68851	NC_091013.1	2486088	2492784	6697	62	62.0
RG	Aph_woodhouseii_68851	NC_091013.1	2566851	2570395	3545	28	11.6
RG	Aph_woodhouseii_68851	NC_091013.1	2611987	2628956	16970	108	71.4
RG	Aph_woodhouseii_68851	NC_091013.1	3067238	3091403	24166	166	68.3
RG	Aph_woodhouseii_68851	NC_091013.1	3191397	3197367	5971	35	7.3
RG	Aph_woodhouseii_68851	NC_091013.1	3205718	3212376	6659	64	57.4
RG	Aph_woodhouseii_68851	NC_091013.1	3214011	3244497	30487	231	79.7
RG	Aph_woodhouseii_68851	NC_091013.1	3633548	3647145	13598	95	71.1
RG	Aph_woodhouseii_68851	NC_091013.1	3911311	3917784	6474	40	46.5
RG	Aph_woodhouseii_68851	NC_091013.1	4857975	4865698	7724	48	52.0
RG	Aph_woodhouseii_68851	NC_091013.1	5109073	5118377	9305	88	49.6
RG	Aph_woodhouseii_68851	NC_091013.1	5376531	5382813	6283	33	22.4
RG	Aph_woodhouseii_68851	NC_091013.1	5591035	5610942	19908	151	59.5
RG	Aph_woodhouseii_68851	NC_091013.1	5735575	5739612	4038	38	21.1
RG	Aph_woodhouseii_68851	NC_091013.1	5744169	5752358	8190	49	47.9
RG	Aph_woodhouseii_68851	NC_091013.1	7574959	7582264	7306	45	16.1
RG	Aph_woodhouseii_68851	NC_091013.1	7622847	7640951	18105	68	55.7
RG	Aph_woodhouseii_68851	NC_091013.1	7684388	7690170	5783	35	30.8
RG	Aph_woodhouseii_68851	NC_091013.1	8208012	8220079	12068	74	53.2
RG	Aph_woodhouseii_68851	NC_091013.1	8511282	8521696	10415	57	60.9
RG	Aph_woodhouseii_68851	NC_091013.1	8570454	8580192	9739	62	48.9
RG	Aph_woodhouseii_68851	NC_091013.1	8768928	8780356	11429	68	35.4
RG	Aph_woodhouseii_68851	NC_091013.1	8802198	8822994	20797	137	77.5
RG	Aph_woodhouseii_68851	NC_091013.1	8907333	8914785	7453	83	66.4
RG	Aph_woodhouseii_68851	NC_091013.1	8936835	8953575	16741	116	74.0
RG	Aph_woodhouseii_68851	NC_091013.1	8967935	8975941	8007	43	46.0
RG	Aph_woodhouseii_68851	NC_091013.1	8996419	9007729	11311	74	53.1
RG	Aph_woodhouseii_68851	NC_091013.1	9103087	9106712	3626	27	6.3
RG	Aph_woodhouseii_68851	NC_091013.1	9303063	9309071	6009	60	40.9
RG	Aph_woodhouseii_68851	NC_091013.1	9335408	9339857	4450	45	13.5
RG	Aph_woodhouseii_68851	NC_091013.1	9544250	9548723	4474	45	52.3
RG	Aph_woodhouseii_68851	NC_091013.1	9585522	9597004	11483	42	22.4
RG	Aph_woodhouseii_68851	NC_091013.1	9632887	9638513	5627	42	35.1
RG	Aph_woodhouseii_68851	NC_091013.1	9647913	9658492	10580	76	72.9
RG	Aph_woodhouseii_68851	NC_091013.1	9781603	9788031	6429	47	46.2
RG	Aph_woodhouseii_68851	NC_091013.1	9890419	9909263	18845	108	51.5
RG	Aph_woodhouseii_68851	NC_091013.1	10066289	10078645	12357	112	75.0
RG	Aph_woodhouseii_68851	NC_091013.1	10119628	10122529	2902	30	11.8
RG	Aph_woodhouseii_68851	NC_091013.1	10149179	10156127	6949	70	68.0
RG	Aph_woodhouseii_68851	NC_091013.1	10229932	10234629	4698	45	37.7
RG	Aph_woodhouseii_68851	NC_091013.1	10246138	10250808	4671	62	19.8
RG	Aph_woodhouseii_68851	NC_091013.1	10313383	10320457	7075	78	68.8
RG	Aph_woodhouseii_68851	NC_091013.1	10520733	10531671	10939	107	56.1
RG	Aph_woodhouseii_68851	NC_091013.1	10570389	10573273	2885	42	26.7
RG	Aph_woodhouseii_68851	NC_091013.1	10885777	10892413	6637	53	18.2
RG	Aph_woodhouseii_68851	NC_091013.1	11100189	11108481	8293	66	21.4
RG	Aph_woodhouseii_68851	NC_091013.1	11291501	11296649	5149	47	22.5
RG	Aph_woodhouseii_68851	NC_091013.1	11355657	11361827	6171	47	32.8
RG	Aph_woodhouseii_68851	NC_091013.1	11385903	11395887	9985	87	66.0
RG	Aph_woodhouseii_68851	NC_091013.1	11528386	11533207	4822	45	12.0
RG	Aph_woodhouseii_68851	NC_091013.1	11538349	11548520	10172	83	27.9
RG	Aph_woodhouseii_68851	NC_091013.1	11655862	11663473	7612	57	46.7
RG	Aph_woodhouseii_68851	NC_091013.1	11704679	11710884	6206	47	18.8
RG	Aph_woodhouseii_68851	NC_091013.1	12004474	12007657	3184	40	19.5
RG	Aph_woodhouseii_68851	NC_091013.1	12020871	12024180	3310	51	33.9
RG	Aph_woodhouseii_68851	NC_091013.1	12056448	12060565	4118	45	12.2
RG	Aph_woodhouseii_68851	NC_091013.1	12189042	12194567	5526	55	65.4
RG	Aph_woodhouseii_68851	NC_091013.1	12216638	12221861	5224	47	47.3
RG	Aph_woodhouseii_68851	NC_091013.1	12400268	12408564	8297	55	59.8
RG	Aph_woodhouseii_68851	NC_091013.1	12463157	12471178	8022	58	62.4
RG	Aph_woodhouseii_68851	NC_091013.1	12615335	12632934	17600	112	73.7
RG	Aph_woodhouseii_68851	NC_091013.1	12727109	12745429	18321	115	61.2
RG	Aph_woodhouseii_68851	NC_091013.1	12801620	12805927	4308	36	9.4
RG	Aph_woodhouseii_68851	NC_091013.1	12921327	12926631	5305	37	40.2
RG	Aph_woodhouseii_68851	NC_091013.1	13370752	13374993	4242	30	18.5
