# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_65020.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_65020.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_65020	NC_091013.1	213140	229931	16792	49	35.9
RG	Aph_californica_65020	NC_091013.1	671987	684552	12566	98	71.6
RG	Aph_californica_65020	NC_091013.1	733734	738961	5228	28	14.2
RG	Aph_californica_65020	NC_091013.1	4281960	4296734	14775	108	79.0
RG	Aph_californica_65020	NC_091013.1	4607998	4612064	4067	31	19.0
RG	Aph_californica_65020	NC_091013.1	5649688	5652848	3161	33	23.2
RG	Aph_californica_65020	NC_091013.1	6452204	6459131	6928	50	56.4
RG	Aph_californica_65020	NC_091013.1	6569516	6572875	3360	28	15.4
RG	Aph_californica_65020	NC_091013.1	7784021	7790025	6005	27	6.5
RG	Aph_californica_65020	NC_091013.1	8091215	8104352	13138	84	70.0
RG	Aph_californica_65020	NC_091013.1	8726540	8729575	3036	38	41.2
RG	Aph_californica_65020	NC_091013.1	8922317	8927286	4970	61	34.1
RG	Aph_californica_65020	NC_091013.1	9947838	9960267	12430	81	66.1
RG	Aph_californica_65020	NC_091013.1	10218985	10224895	5911	67	47.9
RG	Aph_californica_65020	NC_091013.1	10275930	10280665	4736	46	48.2
RG	Aph_californica_65020	NC_091013.1	10398229	10400761	2533	27	7.9
RG	Aph_californica_65020	NC_091013.1	10488832	10492891	4060	34	21.3
RG	Aph_californica_65020	NC_091013.1	10555408	10565261	9854	89	56.8
RG	Aph_californica_65020	NC_091013.1	10589533	10601991	12459	85	40.0
RG	Aph_californica_65020	NC_091013.1	11101353	11117974	16622	109	55.9
RG	Aph_californica_65020	NC_091013.1	12040553	12043153	2601	44	9.4
RG	Aph_californica_65020	NC_091013.1	12075254	12090763	15510	119	33.0
RG	Aph_californica_65020	NC_091013.1	12111479	12116430	4952	49	36.0
RG	Aph_californica_65020	NC_091013.1	12191073	12194567	3495	35	32.1
RG	Aph_californica_65020	NC_091013.1	12317789	12327807	10019	89	75.4
RG	Aph_californica_65020	NC_091013.1	12782924	12786292	3369	46	42.4
RG	Aph_californica_65020	NC_091013.1	13134987	13137229	2243	29	13.3
RG	Aph_californica_65020	NC_091013.1	13732269	13738768	6500	55	24.8
RG	Aph_californica_65020	NC_091013.1	14303990	14314423	10434	81	60.9
RG	Aph_californica_65020	NC_091013.1	14429289	14439687	10399	89	57.0
RG	Aph_californica_65020	NC_091013.1	14568158	14572114	3957	32	19.1
RG	Aph_californica_65020	NC_091013.1	14628305	14634327	6023	34	25.5
RG	Aph_californica_65020	NC_091013.1	14747669	14758593	10925	66	48.0
RG	Aph_californica_65020	NC_091013.1	14954261	14959627	5367	42	44.9
RG	Aph_californica_65020	NC_091013.1	14995506	14999094	3589	40	22.0
RG	Aph_californica_65020	NC_091013.1	15046591	15053780	7190	52	13.2
RG	Aph_californica_65020	NC_091013.1	15127987	15134730	6744	40	19.1
