# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_342054.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_342054.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_342054	NC_091013.1	237488	252242	14755	46	27.3
RG	Aph_californica_342054	NC_091013.1	534543	540983	6441	47	20.5
RG	Aph_californica_342054	NC_091013.1	1220832	1230131	9300	68	59.8
RG	Aph_californica_342054	NC_091013.1	2384479	2407913	23435	195	48.4
RG	Aph_californica_342054	NC_091013.1	2977723	2990046	12324	90	52.5
RG	Aph_californica_342054	NC_091013.1	3503513	3507991	4479	43	24.7
RG	Aph_californica_342054	NC_091013.1	3648056	3657972	9917	54	26.1
RG	Aph_californica_342054	NC_091013.1	5109073	5114735	5663	48	36.7
RG	Aph_californica_342054	NC_091013.1	6590994	6594787	3794	41	20.8
RG	Aph_californica_342054	NC_091013.1	7265665	7272709	7045	44	27.3
RG	Aph_californica_342054	NC_091013.1	8262674	8265569	2896	27	6.4
RG	Aph_californica_342054	NC_091013.1	8685612	8692661	7050	65	53.0
RG	Aph_californica_342054	NC_091013.1	9215413	9221114	5702	31	20.4
RG	Aph_californica_342054	NC_091013.1	9596535	9601012	4478	46	53.2
RG	Aph_californica_342054	NC_091013.1	10221440	10225293	3854	45	32.5
RG	Aph_californica_342054	NC_091013.1	11293179	11297340	4162	40	18.8
RG	Aph_californica_342054	NC_091013.1	11386446	11388818	2373	32	21.0
RG	Aph_californica_342054	NC_091013.1	11556887	11559405	2519	30	11.7
RG	Aph_californica_342054	NC_091013.1	12004258	12007513	3256	45	21.0
RG	Aph_californica_342054	NC_091013.1	12055443	12058940	3498	36	30.9
RG	Aph_californica_342054	NC_091013.1	12269904	12274148	4245	36	34.1
RG	Aph_californica_342054	NC_091013.1	12277111	12284204	7094	52	38.2
RG	Aph_californica_342054	NC_091013.1	13053443	13074469	21027	139	68.9
RG	Aph_californica_342054	NC_091013.1	13309129	13314632	5504	45	25.1
RG	Aph_californica_342054	NC_091013.1	13442100	13447442	5343	38	20.2
RG	Aph_californica_342054	NC_091013.1	13940151	13946190	6040	53	15.8
RG	Aph_californica_342054	NC_091013.1	14000931	14006035	5105	53	61.3
RG	Aph_californica_342054	NC_091013.1	14033634	14040433	6800	50	36.4
RG	Aph_californica_342054	NC_091013.1	14506670	14517892	11223	63	15.3
RG	Aph_californica_342054	NC_091013.1	14586261	14588748	2488	28	7.4
RG	Aph_californica_342054	NC_091013.1	14667555	14671893	4339	29	12.3
RG	Aph_californica_342054	NC_091013.1	14804548	14813208	8661	70	66.6
RG	Aph_californica_342054	NC_091013.1	14936319	14950314	13996	85	54.5
RG	Aph_californica_342054	NC_091013.1	15054083	15089188	35106	178	83.5
RG	Aph_californica_342054	NC_091013.1	15093217	15113209	19993	136	57.7
RG	Aph_californica_342054	NC_091013.1	15229454	15232965	3512	26	6.1
RG	Aph_californica_342054	NC_091013.1	15234980	15266378	31399	173	80.2
RG	Aph_californica_342054	NC_091013.1	15697375	15703001	5627	56	35.6
RG	Aph_californica_342054	NC_091013.1	15912080	15931719	19640	89	50.6
RG	Aph_californica_342054	NC_091013.1	16144927	16152593	7667	56	54.0
RG	Aph_californica_342054	NC_091013.1	16425000	16432721	7722	64	65.6
RG	Aph_californica_342054	NC_091013.1	17448667	17453076	4410	32	30.5
RG	Aph_californica_342054	NC_091013.1	18081537	18092486	10950	99	68.7
RG	Aph_californica_342054	NC_091013.1	18139499	18147337	7839	88	24.7
RG	Aph_californica_342054	NC_091013.1	19117499	19120173	2675	41	30.4
RG	Aph_californica_342054	NC_091013.1	19375597	19383579	7983	55	50.2
RG	Aph_californica_342054	NC_091013.1	19399020	19413582	14563	92	65.9
RG	Aph_californica_342054	NC_091013.1	19974874	19978473	3600	49	45.5
RG	Aph_californica_342054	NC_091013.1	20443015	20447375	4361	39	19.6
RG	Aph_californica_342054	NC_091013.1	20518718	20522458	3741	39	27.2
RG	Aph_californica_342054	NC_091013.1	20585580	20590580	5001	34	7.2
RG	Aph_californica_342054	NC_091013.1	21030854	21034733	3880	29	17.4
RG	Aph_californica_342054	NC_091013.1	21776106	21786033	9928	66	26.8
RG	Aph_californica_342054	NC_091013.1	21805805	21843958	38154	199	58.3
RG	Aph_californica_342054	NC_091013.1	22332188	22341604	9417	46	53.2
RG	Aph_californica_342054	NC_091013.1	22424211	22430544	6334	39	20.9
RG	Aph_californica_342054	NC_091013.1	22539761	22544890	5130	41	43.5
RG	Aph_californica_342054	NC_091013.1	22635934	22644466	8533	83	13.3
