pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
pop1	NC_091013.1	1	1000000	0.0031694190165141	652170	2067	652170	0
pop1	NC_091013.1	1000001	2000000	0.0047983593211848	766512	3678	766512	0
pop1	NC_091013.1	2000001	3000000	0.004979519981737	911132	4537	911132	0
pop1	NC_091013.1	3000001	4000000	0.0048758437605351	922507	4498	922507	0
pop1	NC_091013.1	4000001	5000000	0.0048449270091953	962450	4663	962450	0
pop1	NC_091013.1	5000001	6000000	0.0046051327406639	983685	4530	983685	0
pop1	NC_091013.1	6000001	7000000	0.0040642909979079	976062	3967	976062	0
pop1	NC_091013.1	7000001	8000000	0.0037245979463222	980777	3653	980777	0
pop1	NC_091013.1	8000001	9000000	0.0047826194419041	971016	4644	971016	0
pop1	NC_091013.1	9000001	10000000	0.0046006545705099	975296	4487	975296	0
pop1	NC_091013.1	10000001	11000000	0.0044602505770201	981335	4377	981335	0
pop1	NC_091013.1	11000001	12000000	0.0043200878914433	966647	4176	966647	0
pop1	NC_091013.1	12000001	13000000	0.0042608709320786	954265	4066	954265	0
pop1	NC_091013.1	13000001	14000000	0.0034803682769782	981218	3415	981218	0
pop1	NC_091013.1	14000001	15000000	0.0033307502468926	978158	3258	978158	0
pop1	NC_091013.1	15000001	16000000	0.003514261741566	986836	3468	986836	0
pop1	NC_091013.1	16000001	17000000	0.0036033686208104	973811	3509	973811	0
pop1	NC_091013.1	17000001	18000000	0.0040062214753487	959258	3843	959258	0
pop1	NC_091013.1	18000001	19000000	0.0038594864871311	964377	3722	964377	0
pop1	NC_091013.1	19000001	20000000	0.0038781061982555	982954	3812	982954	0
pop1	NC_091013.1	20000001	21000000	0.0032238237192292	976170	3147	976170	0
pop1	NC_091013.1	21000001	22000000	0.0036369418700894	981044	3568	981044	0
pop1	NC_091013.1	22000001	23000000	0.0032877856244479	972387	3197	972387	0
pop1	NC_091013.1	23000001	24000000	0.0041791327809939	970297	4055	970297	0
pop1	NC_091013.1	24000001	25000000	0.0031896378161661	978481	3121	978481	0
pop1	NC_091013.1	25000001	26000000	0.0028029058697589	978984	2744	978984	0
pop1	NC_091013.1	26000001	27000000	0.003771992952329	967128	3648	967128	0
pop1	NC_091013.1	27000001	28000000	0.0030614444843694	974050	2982	974050	0
pop1	NC_091013.1	28000001	29000000	0.0035623129707843	963419	3432	963419	0
pop1	NC_091013.1	29000001	30000000	0.0022203149678278	984545	2186	984545	0
pop1	NC_091013.1	30000001	31000000	0.0026310102044233	985553	2593	985553	0
pop1	NC_091013.1	31000001	32000000	0.0025091569809362	970844	2436	970844	0
pop1	NC_091013.1	32000001	33000000	0.0028173354839298	986393	2779	986393	0
pop1	NC_091013.1	33000001	34000000	0.0030723994555978	961789	2955	961789	0
pop1	NC_091013.1	34000001	35000000	0.0027398682379859	982529	2692	982529	0
pop1	NC_091013.1	35000001	36000000	0.0034364963056388	979195	3365	979195	0
pop1	NC_091013.1	36000001	37000000	0.0032258130002903	985178	3178	985178	0
pop1	NC_091013.1	37000001	38000000	0.0034091294390348	973269	3318	973269	0
pop1	NC_091013.1	38000001	39000000	0.0035432230084643	973972	3451	973972	0
pop1	NC_091013.1	39000001	40000000	0.0029035376858183	980528	2847	980528	0
pop1	NC_091013.1	40000001	41000000	0.003146757672252	985141	3100	985141	0
pop1	NC_091013.1	41000001	42000000	0.0033409430330554	982956	3284	982956	0
pop1	NC_091013.1	42000001	43000000	0.0022142235541893	970995	2150	970995	0
pop1	NC_091013.1	43000001	44000000	0.0031384565268291	982330	3083	982330	0
pop1	NC_091013.1	44000001	45000000	0.0039403082577987	967437	3812	967437	0
pop1	NC_091013.1	45000001	46000000	0.0043935311377838	959365	4215	959365	0
pop1	NC_091013.1	46000001	47000000	0.0041823180885257	955451	3996	955451	0
pop1	NC_091013.1	47000001	48000000	0.0038419847873553	965907	3711	965907	0
pop1	NC_091013.1	48000001	49000000	0.0037565616629484	974029	3659	974029	0
pop1	NC_091013.1	49000001	50000000	0.0031328523234279	959509	3006	959509	0
pop1	NC_091013.1	50000001	51000000	0.0035761998997766	979811	3504	979811	0
pop1	NC_091013.1	51000001	52000000	0.0032513917443365	982041	3193	982041	0
pop1	NC_091013.1	52000001	53000000	0.0025050579963203	981614	2459	981614	0
pop1	NC_091013.1	53000001	54000000	0.0038753107512251	977470	3788	977470	0
pop1	NC_091013.1	54000001	55000000	0.0034507203876068	980375	3383	980375	0
pop1	NC_091013.1	55000001	56000000	0.0034588769960003	972570	3364	972570	0
pop1	NC_091013.1	56000001	57000000	0.0046644624593147	971173	4530	971173	0
pop1	NC_091013.1	57000001	58000000	0.002716949003994	79869	217	79869	0
pop1	NC_091013.1	58000001	59000000	0.0024605361196306	461688	1136	461688	0
pop1	NC_091013.1	59000001	60000000	0.003389730500148	982969	3332	982969	0
pop1	NC_091013.1	60000001	61000000	0.0033745234352835	965766	3259	965766	0
