pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
pop1	NC_091013.1	1	1000000	0.0038725650828327	686625	2659	686625	0
pop1	NC_091013.1	1000001	2000000	0.0047683964905957	826693	3942	826693	0
pop1	NC_091013.1	2000001	3000000	0.0048375942934363	945718	4575	945718	0
pop1	NC_091013.1	3000001	4000000	0.0043607322525357	935852	4081	935852	0
pop1	NC_091013.1	4000001	5000000	0.0040880602517512	949350	3881	949350	0
pop1	NC_091013.1	5000001	6000000	0.004109108436946	960549	3947	960549	0
pop1	NC_091013.1	6000001	7000000	0.0036209541808814	950302	3441	950302	0
pop1	NC_091013.1	7000001	8000000	0.0034309400629597	957755	3286	957755	0
pop1	NC_091013.1	8000001	9000000	0.0037471822328314	948446	3554	948446	0
pop1	NC_091013.1	9000001	10000000	0.0040365152606488	953793	3850	953793	0
pop1	NC_091013.1	10000001	11000000	0.0040402686391165	954887	3858	954887	0
pop1	NC_091013.1	11000001	12000000	0.003529708822793	946537	3341	946537	0
pop1	NC_091013.1	12000001	13000000	0.0034961559386019	935599	3271	935599	0
pop1	NC_091013.1	13000001	14000000	0.0025264873675632	957060	2418	957060	0
pop1	NC_091013.1	14000001	15000000	0.0031741501409742	953011	3025	953011	0
pop1	NC_091013.1	15000001	16000000	0.0031217970529234	958102	2991	958102	0
pop1	NC_091013.1	16000001	17000000	0.0032178173644553	952509	3065	952509	0
pop1	NC_091013.1	17000001	18000000	0.0034528838785012	936898	3235	936898	0
pop1	NC_091013.1	18000001	19000000	0.0031978885667799	943435	3017	943435	0
pop1	NC_091013.1	19000001	20000000	0.0036986592491083	955211	3533	955211	0
pop1	NC_091013.1	20000001	21000000	0.0028123163845384	947973	2666	947973	0
pop1	NC_091013.1	21000001	22000000	0.0027480522852279	955222	2625	955222	0
pop1	NC_091013.1	22000001	23000000	0.0035681479472902	951474	3395	951474	0
pop1	NC_091013.1	23000001	24000000	0.0034995745760293	946115	3311	946115	0
pop1	NC_091013.1	24000001	25000000	0.0029583036541344	953249	2820	953249	0
pop1	NC_091013.1	25000001	26000000	0.0024460607555099	957049	2341	957049	0
pop1	NC_091013.1	26000001	27000000	0.0030390929216398	946335	2876	946335	0
pop1	NC_091013.1	27000001	28000000	0.0026741410350846	947594	2534	947594	0
