pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
pop1	NC_091013.1	1	1000000	0.0046605365915103	714510	3330	714510	0
pop1	NC_091013.1	1000001	2000000	0.0063113362544331	840551	5305	840551	0
pop1	NC_091013.1	2000001	3000000	0.0061771862864381	959984	5930	959984	0
pop1	NC_091013.1	3000001	4000000	0.0056661779509864	957612	5426	957612	0
pop1	NC_091013.1	4000001	5000000	0.005596399284284	975806	5461	975806	0
pop1	NC_091013.1	5000001	6000000	0.0050345671928853	989956	4984	989956	0
pop1	NC_091013.1	6000001	7000000	0.0043936319332388	981648	4313	981648	0
pop1	NC_091013.1	7000001	8000000	0.0043191722127842	985374	4256	985374	0
pop1	NC_091013.1	8000001	9000000	0.0050778104277303	979753	4975	979753	0
pop1	NC_091013.1	9000001	10000000	0.004795795533668	985238	4725	985238	0
pop1	NC_091013.1	10000001	11000000	0.00515614507402	985814	5083	985814	0
pop1	NC_091013.1	11000001	12000000	0.0051206483698655	977220	5004	977220	0
pop1	NC_091013.1	12000001	13000000	0.0048029420601235	968573	4652	968573	0
pop1	NC_091013.1	13000001	14000000	0.0037340112010209	987410	3687	987410	0
pop1	NC_091013.1	14000001	15000000	0.0039275674306699	987125	3877	987125	0
pop1	NC_091013.1	15000001	16000000	0.0040753834927793	990827	4038	990827	0
pop1	NC_091013.1	16000001	17000000	0.0037610081698698	983247	3698	983247	0
pop1	NC_091013.1	17000001	18000000	0.0045643587932932	974288	4447	974288	0
pop1	NC_091013.1	18000001	19000000	0.0041821623108441	977963	4090	977963	0
pop1	NC_091013.1	19000001	20000000	0.0042040602504435	988806	4157	988806	0
pop1	NC_091013.1	20000001	21000000	0.0037080559352887	979489	3632	979489	0
pop1	NC_091013.1	21000001	22000000	0.0037198358169363	987678	3674	987678	0
pop1	NC_091013.1	22000001	23000000	0.0039371201091439	982190	3867	982190	0
pop1	NC_091013.1	23000001	24000000	0.004440108640521	977904	4342	977904	0
pop1	NC_091013.1	24000001	25000000	0.0037336336473441	985635	3680	985635	0
pop1	NC_091013.1	25000001	26000000	0.0032013404348319	988336	3164	988336	0
pop1	NC_091013.1	26000001	27000000	0.0037954854990368	978004	3712	978004	0
pop1	NC_091013.1	27000001	28000000	0.0032698572298587	978636	3200	978636	0
pop1	NC_091013.1	28000001	29000000	0.0033066497190122	969259	3205	969259	0
pop1	NC_091013.1	29000001	30000000	0.0026654366207726	988581	2635	988581	0
pop1	NC_091013.1	30000001	31000000	0.0031414311098712	989358	3108	989358	0
pop1	NC_091013.1	31000001	32000000	0.0027599936655883	972466	2684	972466	0
pop1	NC_091013.1	32000001	33000000	0.0031192673503574	991579	3093	991579	0
pop1	NC_091013.1	33000001	34000000	0.0034356411594772	967505	3324	967505	0
pop1	NC_091013.1	34000001	35000000	0.0028214747487614	989199	2791	989199	0
pop1	NC_091013.1	35000001	36000000	0.0037604167515213	982072	3693	982072	0
pop1	NC_091013.1	36000001	37000000	0.0027092493428984	989573	2681	989573	0
pop1	NC_091013.1	37000001	38000000	0.0041749945388213	979642	4090	979642	0
pop1	NC_091013.1	38000001	39000000	0.0042707299845257	979692	4184	979692	0
pop1	NC_091013.1	39000001	40000000	0.0036218001350192	986526	3573	986526	0
pop1	NC_091013.1	40000001	41000000	0.0037110346417148	989212	3671	989212	0
pop1	NC_091013.1	41000001	42000000	0.0036395371649431	988862	3599	988862	0
pop1	NC_091013.1	42000001	43000000	0.0033799978127622	978403	3307	978403	0
pop1	NC_091013.1	43000001	44000000	0.003676604973621	984876	3621	984876	0
pop1	NC_091013.1	44000001	45000000	0.0048724932116335	978144	4766	978144	0
pop1	NC_091013.1	45000001	46000000	0.0046825397647951	964861	4518	964861	0
pop1	NC_091013.1	46000001	47000000	0.0047001545355406	967415	4547	967415	0
pop1	NC_091013.1	47000001	48000000	0.0044893677456668	975193	4378	975193	0
pop1	NC_091013.1	48000001	49000000	0.0044962284291232	984603	4427	984603	0
pop1	NC_091013.1	49000001	50000000	0.0035805711316323	966047	3459	966047	0
pop1	NC_091013.1	50000001	51000000	0.003809502609484	988318	3765	988318	0
pop1	NC_091013.1	51000001	52000000	0.003570822491232	989968	3535	989968	0
pop1	NC_091013.1	52000001	53000000	0.0028217883019993	986254	2783	986254	0
pop1	NC_091013.1	53000001	54000000	0.0046411016777024	984680	4570	984680	0
pop1	NC_091013.1	54000001	55000000	0.003160465742156	984665	3112	984665	0
pop1	NC_091013.1	55000001	56000000	0.0041746739841491	981394	4097	981394	0
pop1	NC_091013.1	56000001	57000000	0.0046842837729089	977951	4581	977951	0
pop1	NC_091013.1	57000001	58000000	0.0045889494803992	97190	446	97190	0
pop1	NC_091013.1	58000001	59000000	0.0030487479879329	469045	1430	469045	0
pop1	NC_091013.1	59000001	60000000	0.0035560682878452	988170	3514	988170	0
pop1	NC_091013.1	60000001	61000000	0.0043612399175913	971742	4238	971742	0
pop1	NC_091013.1	61000001	62000000	0.0039270507960115	985727	3871	985727	0
pop1	NC_091013.1	62000001	63000000	0.0034418243790674	989882	3407	989882	0
pop1	NC_091013.1	63000001	64000000	0.0036701235290056	984708	3614	984708	0
pop1	NC_091013.1	64000001	65000000	0.0040014080724059	982904	3933	982904	0
pop1	NC_091013.1	65000001	66000000	0.0034557616365339	975183	3370	975183	0
pop1	NC_091013.1	66000001	67000000	0.0034801466940141	977545	3402	977545	0
pop1	NC_091013.1	67000001	68000000	0.0036421791062739	980457	3571	980457	0
