pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
pop1	NC_091013.1	1	1000000	0.0049677546537498	710180	3528	710180	0
pop1	NC_091013.1	1000001	2000000	0.0058504607342923	832584	4871	832584	0
pop1	NC_091013.1	2000001	3000000	0.005913802578204	953532	5639	953532	0
pop1	NC_091013.1	3000001	4000000	0.0051791603924491	959615	4970	959615	0
pop1	NC_091013.1	4000001	5000000	0.0053783058643158	978375	5262	978375	0
pop1	NC_091013.1	5000001	6000000	0.0049215536016778	991760	4881	991760	0
pop1	NC_091013.1	6000001	7000000	0.0043525571273123	985168	4288	985168	0
pop1	NC_091013.1	7000001	8000000	0.0041237696058197	990841	4086	990841	0
pop1	NC_091013.1	8000001	9000000	0.0045348429131636	983055	4458	983055	0
pop1	NC_091013.1	9000001	10000000	0.0047720508897413	988883	4719	988883	0
pop1	NC_091013.1	10000001	11000000	0.0046943421249479	989276	4644	989276	0
pop1	NC_091013.1	11000001	12000000	0.0041641861609737	979303	4078	979303	0
pop1	NC_091013.1	12000001	13000000	0.0045022480254249	968183	4359	968183	0
pop1	NC_091013.1	13000001	14000000	0.0036248758621456	989827	3588	989827	0
pop1	NC_091013.1	14000001	15000000	0.003702516639587	989057	3662	989057	0
pop1	NC_091013.1	15000001	16000000	0.0035960217311226	993598	3573	993598	0
pop1	NC_091013.1	16000001	17000000	0.0035877152730684	985028	3534	985028	0
pop1	NC_091013.1	17000001	18000000	0.0039840759957115	975634	3887	975634	0
pop1	NC_091013.1	18000001	19000000	0.0037466256385134	979815	3671	979815	0
pop1	NC_091013.1	19000001	20000000	0.0039345070202068	990213	3896	990213	0
pop1	NC_091013.1	20000001	21000000	0.0027699531474052	980522	2716	980522	0
pop1	NC_091013.1	21000001	22000000	0.0037836094805548	989267	3743	989267	0
pop1	NC_091013.1	22000001	23000000	0.0028987601161539	982834	2849	982834	0
pop1	NC_091013.1	23000001	24000000	0.0038891525198871	979905	3811	979905	0
pop1	NC_091013.1	24000001	25000000	0.0035532629971556	987543	3509	987543	0
pop1	NC_091013.1	25000001	26000000	0.0031973380067539	991137	3169	991137	0
pop1	NC_091013.1	26000001	27000000	0.0036659873658177	983364	3605	983364	0
pop1	NC_091013.1	27000001	28000000	0.0036154320899642	981902	3550	981902	0
pop1	NC_091013.1	28000001	29000000	0.0035872032769087	972624	3489	972624	0
pop1	NC_091013.1	29000001	30000000	0.0024498899925583	989024	2423	989024	0
pop1	NC_091013.1	30000001	31000000	0.0029320011740108	991473	2907	991473	0
pop1	NC_091013.1	31000001	32000000	0.0026025269697351	976743	2542	976743	0
pop1	NC_091013.1	32000001	33000000	0.0024097430683322	991392	2389	991392	0
pop1	NC_091013.1	33000001	34000000	0.0031813471074721	968772	3082	968772	0
pop1	NC_091013.1	34000001	35000000	0.002824297029643	990689	2798	990689	0
pop1	NC_091013.1	35000001	36000000	0.0040308262331406	985654	3973	985654	0
pop1	NC_091013.1	36000001	37000000	0.0030952123679233	990239	3065	990239	0
pop1	NC_091013.1	37000001	38000000	0.0037004351352592	980155	3627	980155	0
pop1	NC_091013.1	38000001	39000000	0.0037975225831722	980376	3723	980376	0
pop1	NC_091013.1	39000001	40000000	0.0028468194486768	987769	2812	987769	0
pop1	NC_091013.1	40000001	41000000	0.0032473205817502	990047	3215	990047	0
pop1	NC_091013.1	41000001	42000000	0.0034669067532433	989643	3431	989643	0
pop1	NC_091013.1	42000001	43000000	0.0033243297278109	980348	3259	980348	0
pop1	NC_091013.1	43000001	44000000	0.0029383861276551	986596	2899	986596	0
pop1	NC_091013.1	44000001	45000000	0.0047048934573246	977918	4601	977918	0
pop1	NC_091013.1	45000001	46000000	0.0049462381168699	966391	4780	966391	0
pop1	NC_091013.1	46000001	47000000	0.0049539942093495	970530	4808	970530	0
pop1	NC_091013.1	47000001	48000000	0.0043898048143134	974303	4277	974303	0
pop1	NC_091013.1	48000001	49000000	0.0038834183010781	985472	3827	985472	0
pop1	NC_091013.1	49000001	50000000	0.0032461390071157	967303	3140	967303	0
pop1	NC_091013.1	50000001	51000000	0.0034871019666608	989647	3451	989647	0
pop1	NC_091013.1	51000001	52000000	0.0031346097617535	991830	3109	991830	0
pop1	NC_091013.1	52000001	53000000	0.0032435157524116	987817	3204	987817	0
pop1	NC_091013.1	53000001	54000000	0.0045187909010983	984998	4451	984998	0
pop1	NC_091013.1	54000001	55000000	0.0041116720394137	986460	4056	986460	0
